age,watch_hours,last_login_days,monthly_fee,number_of_profiles,avg_watch_time_per_day,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi
-1.3363129429495504,-0.6418842483134547,-1.5400402200353094,1.166097307369096,1.3925190462572816,0.04647437060709923,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
-1.530110215478339,-0.7386648600105273,-0.9717963907492635,0.08230079747042975,-0.7267236366960957,-0.24523820063065105,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-1.659308397164198,-0.33456335853853963,1.0738813946805017,-1.2724448399029034,-1.4331378643472215,-0.2671166434734823,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-1.5947093063212685,-0.5442546838821972,0.7329350971088742,-1.2724448399029034,0.6861048186061559,-0.2780558648948979,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
-1.5947093063212685,-0.8413881408468941,-1.3695670712494956,0.08230079747042975,-0.020309409044969903,-0.2342989792092354,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8195202162061145,-0.5739680295786669,-0.8581476248920543,-1.2724448399029034,0.6861048186061559,-0.21242053636640415,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-1.271713852106621,-0.4194586319570245,-1.312742688320891,1.166097307369096,0.6861048186061559,-0.019160957921394592,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1.3122497816105592,-0.3651256569691942,-0.6876744761062406,-1.2724448399029034,-0.7267236366960957,-0.1832492792426291,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0.47246160065247556,-0.8677056756066243,1.6989496068951522,1.166097307369096,0.6861048186061559,-0.3145199362996167,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.9487183978919734,0.005017735135399598,-0.4603769443918222,-1.2724448399029034,-0.7267236366960957,-0.13584598641649467,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
-1.142515670420762,-0.028091421497809528,1.1307057776091063,0.08230079747042975,-0.7267236366960957,-0.24159179349017917,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.9487183978919734,0.5890972162545751,-0.17625502974879922,-1.2724448399029034,0.6861048186061559,-0.0811498793094165,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
-0.17352930777681944,0.6374875221031115,-1.596864602963914,-1.2724448399029034,-1.4331378643472215,2.000948597900026,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
-1.4009120337924799,0.9813133794479748,0.6761107141802696,1.166097307369096,-1.4331378643472215,-0.12490676499507904,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.4078625098095461,-0.22250159762613966,1.4716520751807338,-1.2724448399029034,0.6861048186061559,-0.2634702363330104,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.36732658030560794,1.9092187179120137,-1.6536889858925186,1.166097307369096,0.6861048186061559,5.891665016783519,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.1830515999247,-0.4160628210202851,-0.005781880962985467,-1.2724448399029034,-1.4331378643472215,-0.24159179349017917,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
0.6016597823383346,0.3794058909109175,1.5284764581093384,0.08230079747042975,0.6861048186061559,-0.21971335064734787,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
-1.4009120337924799,0.01265830974306322,0.1646912678228283,-1.2724448399029034,-0.7267236366960957,-0.19418850066404475,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.7549211253631849,0.47448859713962055,-0.4603769443918222,-1.2724448399029034,0.6861048186061559,-0.0483322150451696,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1.699844326668136,-0.34984450775386694,1.585300841037943,-1.2724448399029034,-0.7267236366960957,-0.27440945775442604,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.044331126090960446,-0.5493484002873062,-0.2330794126774038,0.08230079747042975,1.3925190462572816,-0.25253101491159474,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
-0.7549211253631849,-0.7369669545421577,-0.9717963907492635,0.08230079747042975,-0.7267236366960957,-0.24523820063065105,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
0.7308579640241936,-0.9466582798858152,0.8465838629660833,1.166097307369096,-1.4331378643472215,-0.3181663434400886,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.6016597823383346,-0.9780695310506545,1.1307057776091063,0.08230079747042975,-0.020309409044969903,-0.32181275058056047,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.3363129429495504,0.1459438890100844,0.2215156507514329,1.166097307369096,-0.7267236366960957,-0.1832492792426291,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0.21406523728075755,0.13830331440242077,-1.2559183053922864,-1.2724448399029034,0.6861048186061559,0.21420909906880561,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.9892543273959116,0.036428986300238914,-1.4832158371067048,-1.2724448399029034,-0.7267236366960957,0.5533249631326903,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.8600561457100525,-0.3116416347155488,-0.630850093177636,0.08230079747042975,-0.7267236366960957,-0.17595646496168532,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
-1.0779165795778325,-0.4084222464126214,-1.4832158371067048,1.166097307369096,-0.020309409044969903,0.17409862052361502,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1.1830515999247,-0.8889294939612454,0.7329350971088742,1.166097307369096,0.6861048186061559,-0.31087352915914485,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0.14946614643782805,-0.410969104615176,0.39198879953724663,-1.2724448399029034,-0.7267236366960957,-0.2561774220520667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.9892543273959116,-0.903361690442388,1.4148276922521292,1.166097307369096,0.6861048186061559,-0.3145199362996167,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-1.013317488734903,-0.9186428396577152,-0.5172013273204268,1.166097307369096,-0.7267236366960957,-0.30722712201867297,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.3122497816105592,-0.651222728389488,-0.7444988590348451,0.08230079747042975,1.3925190462572816,-0.24159179349017917,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.053853418238841,-0.5960408006674729,1.6989496068951522,0.08230079747042975,-0.020309409044969903,-0.29628790059725735,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
-0.36732658030560794,0.4634522115952176,0.2215156507514329,0.08230079747042975,-0.020309409044969903,-0.14313880069743845,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.3768488724534886,-0.9390177052781515,-1.6536889858925186,0.08230079747042975,1.3925190462572816,-0.22335975778781975,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.9892543273959116,-0.1545853788913519,-0.005781880962985467,0.08230079747042975,1.3925190462572816,-0.20512772208546037,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.7308579640241936,-0.37106832610848817,-1.5400402200353094,-1.2724448399029034,-0.7267236366960957,0.3345405347043776,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0.537060691495405,1.3429672442107201,-1.6536889858925186,1.166097307369096,-0.7267236366960957,4.677411439006385,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.7308579640241936,-0.5289735346668699,0.6761107141802696,0.08230079747042975,1.3925190462572816,-0.2780558648948979,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.9246552365529821,0.7223827955215963,-0.28990379560600843,-1.2724448399029034,-0.7267236366960957,-0.04103940076422584,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.053853418238841,0.4846760299498388,0.33516441660864205,-1.2724448399029034,-0.020309409044969903,-0.1504316149783822,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1.4414479632964181,1.8107402007465716,0.1646912678228283,1.166097307369096,0.6861048186061559,0.03188874204521171,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0.7308579640241936,0.6179616092168599,1.585300841037943,1.166097307369096,-0.7267236366960957,-0.20512772208546037,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1.3122497816105592,-0.9288302724679334,0.7329350971088742,-1.2724448399029034,-0.020309409044969903,-0.3181663434400886,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
0.4078625098095461,1.1451612571456504,1.30117892639492,-1.2724448399029034,1.3925190462572816,-0.15407802211885407,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.2476506907676295,0.9600895610933535,-1.0854451566064727,-1.2724448399029034,-1.4331378643472215,0.37465101324956823,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.4414479632964181,-0.7284774272003092,-1.4832158371067048,0.08230079747042975,-0.7267236366960957,-0.10302832215224779,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.699844326668136,-0.8702525338091789,-1.7105133688211231,0.08230079747042975,-1.4331378643472215,0.16680580624267125,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
